id_estudiante,semestre,edad,sexo,departamento_origen,zona_origen,estrato,tipo_colegio,percentil_saber11,programa,trabaja,horas_trabajo_semana,personas_a_cargo,ingreso_hogar_smlmv,apoyo_financiero,fuente_financiacion,tiempo_desplazamiento_min,creditos_matriculados,promedio_academico,asistencia_pct,actividad_lms_pct,materias_perdidas,materias_canceladas,mora_financiera,acompanamiento_bienestar,creditos_prev_matriculados,creditos_prev_aprobados,pct_creditos_prev_aprobados,probabilidad_latente_desercion,deserta_siguiente_periodo
EST-00139,2,20,Hombre,Cundinamarca,Urbana,2,Oficial,16,Ingeniería Industrial,No,0,0,2.54,No,Recursos familiares,17,18,2.84,93.9,74,0,0,No,No,18,18,100,0.1302,No
EST-00140,2,22,Mujer,Atlántico,Urbana,3,Oficial,70,Ingeniería Industrial,Sí,32,0,2.18,Sí,Crédito educativo,91,18,2.59,83.4,54,0,0,No,Sí,18,18,100,0.1256,No
EST-00141,1,19,Mujer,Huila,Rural,2,Oficial,28,Derecho,Sí,38,0,1.81,Sí,Mixto,158,16,2.81,80.8,53,0,0,No,Sí,,,,0.1908,No
EST-00142,1,18,Mujer,Huila,Rural,1,Oficial,55,Diseño,No,0,0,0.68,Sí,Crédito educativo,12,18,3.63,98.5,63,0,0,No,No,,,,0.0537,No
EST-00143,1,18,Hombre,Tolima,Urbana,2,Oficial,48,Psicología,Sí,8,0,1.14,Sí,Crédito educativo,11,19,3.6,87.9,62,0,0,No,No,,,,0.0603,No
EST-00144,1,24,Mujer,Otro,Urbana,5,Oficial,67,Administración,No,0,0,3.77,No,Recursos familiares,53,19,2.87,81.7,57,0,0,No,No,,,,0.1575,Sí
EST-00145,1,18,Mujer,Bogotá D.C.,Urbana,4,Privado,35,Ingeniería de Sistemas,No,0,0,2.51,No,Recursos familiares,68,15,2.98,98.2,60,0,0,No,No,,,,0.0986,No
EST-00146,1,25,Hombre,Valle del Cauca,Urbana,3,Oficial,37,Diseño,No,0,1,2.62,No,Recursos familiares,33,18,3.25,87.1,70,1,0,No,No,,,,0.1952,No
EST-00147,1,20,Hombre,Bolívar,Urbana,2,Oficial,25,Ingeniería Industrial,No,0,0,2.02,No,Mixto,44,18,3.35,83.4,64,0,0,Sí,No,,,,0.1894,No
EST-00148,1,17,Hombre,Tolima,Urbana,1,Oficial,54,Contaduría,Sí,15,0,0.91,No,Recursos familiares,27,18,3.47,93.7,81,0,0,No,No,,,,0.1202,No
EST-00149,2,20,Mujer,Antioquia,Urbana,3,Oficial,3,Administración,No,0,0,3.4,No,Recursos familiares,45,18,3.77,98.3,83,0,0,No,No,18,18,100,0.0152,No
EST-00150,2,20,Mujer,Bolívar,Rural,4,Privado,49,Ingeniería Industrial,No,0,0,5.56,No,Recursos familiares,84,20,2.84,90.4,62,0,0,No,Sí,16,15,93.8,0.1134,No
EST-00151,2,17,Hombre,Atlántico,Urbana,2,Oficial,68,Contaduría,Sí,23,0,0.74,No,Crédito educativo,48,18,3.7,100,78,0,1,No,Sí,18,17,94.4,0.1133,No
EST-00152,2,20,Hombre,Bogotá D.C.,Urbana,3,Privado,55,Administración,No,0,0,3.11,No,Beca / subsidio,8,18,3.89,92.8,70,0,0,No,No,18,18,100,0.0338,No
EST-00153,1,19,Hombre,Bogotá D.C.,Rural,3,Oficial,33,Contaduría,No,0,0,3.12,No,Recursos familiares,62,17,3.6,98.5,49,0,0,No,No,,,,0.114,No
EST-00154,1,32,Mujer,Huila,Urbana,4,Privado,69,Comunicación,Sí,29,1,4.41,Sí,Mixto,45,19,3.48,86.4,81,0,0,No,No,,,,0.1339,No
EST-00155,1,20,Hombre,Valle del Cauca,Urbana,2,Oficial,3,Ingeniería de Sistemas,No,0,0,1.01,No,Recursos familiares,5,16,2.69,90,58,0,0,No,No,,,,0.1648,No
EST-00156,1,19,Mujer,Norte de Santander,Urbana,3,Oficial,43,Administración,No,0,0,1.91,No,Crédito educativo,18,17,3.48,94,86,0,0,No,No,,,,0.0703,No
EST-00157,1,17,Hombre,Bogotá D.C.,Urbana,2,Privado,58,Ingeniería Industrial,No,0,0,1.73,No,Recursos familiares,53,17,3.09,91.7,68,1,0,No,No,,,,0.1901,No
EST-00158,2,18,Mujer,Bogotá D.C.,Urbana,3,Privado,35,Ingeniería de Sistemas,No,0,0,1.73,No,Recursos familiares,65,18,3.06,96.1,75,0,0,Sí,No,16,16,100,0.129,No
EST-00159,1,17,Hombre,Valle del Cauca,Rural,2,Oficial,50,Administración,Sí,18,0,1.85,Sí,Beca / subsidio,12,18,3.31,100,67,1,0,No,No,,,,0.0916,No
EST-00160,1,21,Hombre,Otro,Urbana,2,Oficial,86,Contaduría,Sí,17,0,1.86,Sí,Recursos familiares,23,19,3.99,90.5,98,2,1,Sí,No,,,,0.1412,No
EST-00161,2,26,Hombre,Santander,Rural,3,Privado,5,Diseño,Sí,23,0,2.81,No,Mixto,114,18,2.66,76.6,70,0,0,No,No,14,14,100,0.2394,Sí
EST-00162,1,20,Mujer,Atlántico,Urbana,3,Oficial,51,Ingeniería Industrial,No,0,0,1.55,No,Mixto,54,16,3.54,86.2,72,0,0,No,No,,,,0.0813,No
EST-00163,1,19,Mujer,Quindío,Urbana,2,Privado,72,Administración,No,0,0,2.39,Sí,Mixto,46,17,3.97,88.1,78,0,0,No,Sí,,,,0.0557,No
EST-00164,1,18,Hombre,Antioquia,Urbana,3,Oficial,32,Diseño,No,0,0,2.42,Sí,Mixto,41,19,3.15,92.3,38,1,0,Sí,No,,,,0.2088,No
EST-00165,1,24,Mujer,Antioquia,Urbana,2,Privado,51,Comunicación,Sí,22,1,2.48,Sí,Beca / subsidio,42,16,3.53,95.1,76,0,0,No,No,,,,0.0744,No
EST-00166,1,20,Hombre,Córdoba,Urbana,3,Oficial,39,Negocios Internacionales,No,0,0,3.19,No,Crédito educativo,6,14,2.93,75.9,48,0,0,No,No,,,,0.1276,No
EST-00167,1,22,Mujer,Huila,Urbana,2,Privado,25,Contaduría,No,0,0,1.76,No,Crédito educativo,14,18,3.77,99,66,0,0,No,No,,,,0.1203,No
EST-00168,1,24,Mujer,Córdoba,Urbana,2,Oficial,66,Ingeniería Industrial,No,0,0,1.52,Sí,Beca / subsidio,51,16,2.84,83.5,64,1,0,No,No,,,,0.1039,No
EST-00169,2,24,Mujer,Antioquia,Urbana,3,Oficial,19,Diseño,Sí,11,0,3.17,No,Recursos familiares,44,15,3.29,95.1,51,0,0,No,No,18,18,100,0.0355,No
EST-00170,2,19,Mujer,Bogotá D.C.,Urbana,3,Oficial,3,Administración,No,0,0,2.89,No,Crédito educativo,59,16,3.41,89.9,50,0,0,No,No,18,18,100,0.0838,No
EST-00171,2,24,Mujer,Caldas,Rural,1,Oficial,64,Ingeniería de Sistemas,Sí,30,0,1.24,No,Beca / subsidio,84,16,2.78,77.5,70,0,0,Sí,No,18,18,100,0.6095,No
EST-00172,1,21,Hombre,Valle del Cauca,Urbana,2,Oficial,63,Administración,Sí,10,0,1.14,No,Crédito educativo,21,15,3.85,92.6,74,0,0,Sí,No,,,,0.1968,No
EST-00173,2,21,Hombre,Valle del Cauca,Urbana,1,Oficial,22,Ingeniería Industrial,No,0,0,0.66,No,Crédito educativo,33,19,3.11,91,78,0,1,Sí,No,18,16,88.9,0.3052,No
EST-00174,2,18,Hombre,Bogotá D.C.,Urbana,4,Privado,89,Administración,No,0,0,5.38,No,Crédito educativo,53,18,3.54,93.3,53,0,0,No,No,18,18,100,0.0453,No
EST-00175,1,17,Hombre,Santander,Urbana,3,Privado,66,Ingeniería de Sistemas,No,0,0,3.43,No,Mixto,33,16,3.21,80.2,87,2,0,No,Sí,,,,0.1366,No
EST-00176,1,20,Mujer,Valle del Cauca,Urbana,3,Oficial,77,Ingeniería Industrial,No,0,0,1.69,No,Recursos familiares,41,17,3.86,88.7,69,0,0,No,No,,,,0.0519,No
EST-00177,2,30,Mujer,Valle del Cauca,Urbana,5,Privado,33,Diseño,Sí,31,0,5.65,No,Recursos familiares,5,17,2.4,82.9,66,0,0,No,Sí,20,20,100,0.1881,Sí
EST-00178,2,19,Hombre,Meta,Urbana,1,Oficial,35,Administración,No,0,0,1.94,No,Crédito educativo,35,18,3.13,98.7,72,0,0,Sí,No,20,20,100,0.2449,Sí
EST-00179,1,19,Hombre,Bogotá D.C.,Rural,2,Oficial,49,Ingeniería de Sistemas,No,0,0,1.4,No,Beca / subsidio,49,18,2.7,81.9,62,1,0,No,No,,,,0.3152,No
EST-00180,1,17,Mujer,Norte de Santander,Rural,3,Privado,39,Enfermería,No,0,0,1.8,No,Recursos familiares,12,17,3.53,83.4,87,0,0,No,No,,,,0.0929,No
EST-00181,1,33,Mujer,Bolívar,Urbana,2,Privado,35,Psicología,No,0,1,1,No,Crédito educativo,37,17,3.14,100,67,0,0,No,No,,,,0.2367,No
EST-00182,2,17,Mujer,Santander,Urbana,1,Oficial,17,Comunicación,Sí,15,0,1.14,No,Mixto,46,17,3.83,97.3,68,0,0,No,No,14,13,92.9,0.1306,No
EST-00183,1,20,Mujer,Huila,Urbana,5,Privado,62,Contaduría,No,0,0,5.82,No,Recursos familiares,23,16,2.81,93.3,80,1,0,No,No,,,,0.1474,No
EST-00184,1,20,Mujer,Norte de Santander,Urbana,1,Oficial,64,Derecho,No,0,0,0.7,No,Crédito educativo,5,19,4.13,87.9,53,0,0,Sí,Sí,,,,0.1579,No
EST-00185,1,21,Hombre,Antioquia,Rural,2,Privado,78,Comunicación,Sí,9,0,4.93,No,Crédito educativo,85,14,3.53,93.3,61,0,0,No,No,,,,0.1677,No
EST-00186,1,19,Mujer,Santander,Urbana,4,Oficial,43,Derecho,No,0,0,3.36,Sí,Mixto,5,19,2.92,90.7,84,1,0,No,No,,,,0.1141,No
EST-00187,1,22,Hombre,Otro,Urbana,2,Oficial,28,Enfermería,No,0,0,1.54,No,Crédito educativo,49,20,3.06,85.8,60,0,0,No,No,,,,0.1316,No
EST-00188,2,17,Hombre,Quindío,Urbana,5,Oficial,74,Comunicación,No,0,0,6.58,Sí,Mixto,19,19,3.42,88.8,45,0,0,No,No,16,16,100,0.0684,No
EST-00189,2,20,Mujer,Bogotá D.C.,Urbana,3,Oficial,71,Psicología,No,0,0,1.84,Sí,Recursos familiares,81,14,3.99,93.6,64,0,0,No,No,16,16,100,0.0446,No
EST-00190,1,18,Mujer,Antioquia,Urbana,2,Oficial,34,Ingeniería Industrial,No,0,0,0.73,No,Mixto,23,15,4.05,93.1,67,0,0,No,Sí,,,,0.0696,No
EST-00191,1,19,Mujer,Boyacá,Rural,2,Oficial,22,Administración,No,0,0,1.72,No,Crédito educativo,107,19,2.67,86.6,53,1,0,Sí,No,,,,0.5582,No
EST-00192,1,22,Mujer,Córdoba,Urbana,2,Oficial,52,Administración,No,0,0,1.44,No,Recursos familiares,37,18,4.46,81.4,76,0,0,No,No,,,,0.0902,No
EST-00193,2,17,Mujer,Tolima,Urbana,2,Oficial,78,Administración,No,0,0,1.04,Sí,Mixto,35,18,3.23,85.2,81,0,0,No,No,18,18,100,0.01,No
EST-00194,2,20,Hombre,Meta,Urbana,2,Oficial,58,Ingeniería de Sistemas,No,0,0,1.51,No,Recursos familiares,66,20,4.43,98,69,0,0,No,No,20,20,100,0.0718,No
EST-00195,2,19,Hombre,Quindío,Urbana,2,Privado,66,Ingeniería de Sistemas,No,0,0,1.6,No,Crédito educativo,37,15,3.18,98.3,85,0,0,No,No,18,18,100,0.1139,No
EST-00196,1,19,Mujer,Bolívar,Urbana,2,Privado,28,Psicología,No,0,0,1.39,No,Mixto,32,19,2.83,83.3,82,0,0,Sí,No,,,,0.2407,Sí
EST-00197,1,20,Hombre,Bolívar,Urbana,3,Privado,39,Administración,No,0,0,3.73,No,Recursos familiares,56,15,3.05,100,53,0,0,No,No,,,,0.1087,No
EST-00198,2,18,Mujer,Santander,Urbana,3,Privado,54,Contaduría,No,0,0,2.01,No,Mixto,40,16,3.77,94.1,70,3,0,No,No,14,7,50,0.2151,No
EST-00199,1,21,Hombre,Córdoba,Urbana,3,Oficial,58,Psicología,No,0,0,3.16,No,Recursos familiares,52,15,3.92,93.3,82,1,0,No,No,,,,0.0741,No
EST-00200,2,19,Mujer,Valle del Cauca,Rural,3,Oficial,47,Contaduría,No,0,0,2.39,No,Recursos familiares,123,16,3.91,93.8,58,0,0,No,No,14,14,100,0.0726,No
EST-00201,1,20,Mujer,Norte de Santander,Urbana,4,Privado,60,Derecho,No,0,0,2.27,No,Mixto,72,19,3.09,87.5,73,0,0,No,No,,,,0.1081,Sí
EST-00202,2,19,Hombre,Norte de Santander,Urbana,1,Oficial,20,Negocios Internacionales,No,0,0,1.01,No,Beca / subsidio,35,16,2.89,90.4,87,0,0,No,No,18,18,100,0.0861,No
EST-00203,1,20,Mujer,Bogotá D.C.,Urbana,4,Privado,94,Enfermería,No,0,0,3.26,Sí,Mixto,49,19,4.34,88.3,76,0,0,No,No,,,,0.0517,No
EST-00204,2,20,Hombre,Risaralda,Urbana,5,Privado,21,Ingeniería Industrial,No,0,0,4.2,No,Recursos familiares,52,18,3.31,89,64,0,0,No,No,16,16,100,0.0787,No
EST-00205,1,19,Mujer,Bogotá D.C.,Urbana,2,Oficial,45,Ingeniería de Sistemas,No,0,0,1.32,Sí,Recursos familiares,44,20,3.46,91.3,97,1,0,No,No,,,,0.0401,No
EST-00206,2,26,Mujer,Risaralda,Rural,1,Oficial,31,Administración,No,0,1,0.84,No,Crédito educativo,66,15,3.57,97.5,70,0,0,Sí,No,18,17,94.4,0.2614,No
EST-00207,2,25,Hombre,Antioquia,Urbana,1,Privado,15,Ingeniería de Sistemas,Sí,18,0,0.99,No,Crédito educativo,43,17,2.72,85.1,74,0,0,No,No,16,15,93.8,0.2067,Sí
EST-00208,2,18,Mujer,Bogotá D.C.,Rural,1,Oficial,24,Negocios Internacionales,No,0,0,1.32,No,Crédito educativo,92,18,2.59,88.9,73,0,0,No,No,18,18,100,0.2478,No
EST-00209,2,19,Mujer,Bogotá D.C.,Urbana,2,Oficial,64,Administración,No,0,0,1.44,No,Crédito educativo,57,18,4.13,98.5,94,0,0,Sí,Sí,16,15,93.8,0.1042,No
EST-00210,2,20,Mujer,Bogotá D.C.,Urbana,2,Privado,48,Psicología,No,0,0,0.82,No,Crédito educativo,47,19,3.63,84.2,79,0,0,No,No,18,18,100,0.0726,No
EST-00211,1,19,Hombre,Córdoba,Urbana,1,Oficial,47,Diseño,No,0,0,0.7,No,Crédito educativo,66,16,3.44,87.6,57,0,0,No,No,,,,0.1357,No
EST-00212,2,19,Hombre,Bogotá D.C.,Urbana,4,Privado,62,Administración,No,0,0,5.27,Sí,Mixto,51,18,3.7,89.5,74,0,0,No,No,18,18,100,0.0272,No
EST-00213,1,21,Mujer,Magdalena,Urbana,2,Privado,52,Contaduría,No,0,0,2.44,No,Crédito educativo,31,19,3.12,78.4,53,0,0,Sí,No,,,,0.3504,No
EST-00214,1,21,Mujer,Santander,Urbana,3,Oficial,22,Negocios Internacionales,No,0,0,2.74,No,Mixto,29,18,3.44,88.3,85,0,0,Sí,No,,,,0.1214,Sí
EST-00215,2,19,Hombre,Magdalena,Urbana,3,Oficial,80,Derecho,No,0,0,3.12,No,Crédito educativo,56,16,3.78,85.7,79,0,0,No,No,18,18,100,0.0409,Sí
EST-00216,2,17,Mujer,Meta,Urbana,3,Privado,15,Contaduría,Sí,22,0,3.6,Sí,Beca / subsidio,60,16,2.89,100,73,0,0,Sí,No,18,18,100,0.1418,No
EST-00217,1,21,Hombre,Bogotá D.C.,Urbana,1,Oficial,52,Ingeniería de Sistemas,Sí,20,0,1.7,No,Recursos familiares,25,14,3.33,80.1,85,0,0,No,No,,,,0.1087,No
EST-00218,2,19,Mujer,Bogotá D.C.,Urbana,3,Oficial,22,Psicología,No,0,0,3.42,No,Recursos familiares,8,17,3.48,93.7,46,0,0,No,No,16,15,93.8,0.0464,No
EST-00219,1,20,Hombre,Bogotá D.C.,Urbana,2,Oficial,93,Derecho,No,0,0,0.73,Sí,Beca / subsidio,48,16,4.14,90.4,86,0,0,No,Sí,,,,0.0565,No
EST-00220,1,20,Mujer,Atlántico,Urbana,3,Privado,60,Enfermería,No,0,0,3.21,No,Recursos familiares,43,17,2.58,90.3,64,1,0,No,No,,,,0.1946,No
EST-00221,2,18,Hombre,Meta,Urbana,2,Oficial,47,Administración,No,0,0,1.09,Sí,Recursos familiares,50,16,3.42,100,86,0,0,No,No,16,16,100,0.01,No
EST-00222,1,26,Mujer,Meta,Urbana,2,Privado,44,Diseño,Sí,20,2,1.5,No,Crédito educativo,46,18,2.15,87.1,45,0,0,Sí,No,,,,0.5946,No
EST-00223,2,25,Hombre,Santander,Urbana,4,Privado,53,Negocios Internacionales,No,0,0,2.96,No,Crédito educativo,55,18,3.59,95.1,65,0,0,No,No,16,16,100,0.1038,No
EST-00224,1,20,Mujer,Bolívar,Urbana,3,Oficial,63,Ingeniería Industrial,Sí,17,0,2.3,No,Mixto,72,19,2.93,88.7,68,0,0,No,No,,,,0.1151,Sí
EST-00225,1,19,Hombre,Antioquia,Urbana,2,Oficial,35,Ingeniería Industrial,No,0,0,1.76,No,Crédito educativo,14,17,2.82,89.2,76,1,1,No,No,,,,0.2654,No
EST-00226,1,21,Mujer,Antioquia,Urbana,1,Oficial,73,Derecho,No,0,0,1.11,No,Crédito educativo,5,16,2.83,85.1,56,0,0,No,Sí,,,,0.1345,Sí
EST-00227,2,17,Hombre,Bogotá D.C.,Urbana,2,Oficial,67,Diseño,No,0,0,1.15,No,Crédito educativo,52,18,4.24,95.1,62,0,0,No,No,16,16,100,0.0618,No
EST-00228,1,22,Hombre,Antioquia,Urbana,1,Oficial,41,Enfermería,No,0,0,0.97,No,Crédito educativo,54,16,3.54,86.8,90,0,0,No,No,,,,0.0865,No
EST-00229,1,25,Hombre,Bolívar,Urbana,1,Oficial,64,Psicología,Sí,41,0,1.29,No,Mixto,22,20,3.1,84.1,43,0,1,No,No,,,,0.2785,No
EST-00230,1,20,Hombre,Bogotá D.C.,Urbana,4,Privado,22,Negocios Internacionales,No,0,0,3.29,No,Crédito educativo,15,16,3.04,87.7,76,0,0,No,No,,,,0.0974,No
EST-00231,1,25,Hombre,Antioquia,Urbana,3,Privado,41,Ingeniería de Sistemas,Sí,30,0,3.02,No,Recursos familiares,39,20,3.34,90.2,64,0,0,No,No,,,,0.1495,No
EST-00232,1,22,Mujer,Tolima,Urbana,2,Privado,93,Derecho,Sí,25,0,0.74,Sí,Recursos familiares,5,16,3.8,91.9,71,0,0,Sí,No,,,,0.1086,No
EST-00233,2,20,Mujer,Bogotá D.C.,Urbana,4,Oficial,3,Administración,No,0,0,4.41,No,Crédito educativo,85,16,3.33,89.3,69,0,0,Sí,No,16,16,100,0.0632,No
EST-00234,1,20,Hombre,Valle del Cauca,Urbana,3,Oficial,56,Derecho,No,0,0,3.84,No,Mixto,23,20,3.01,82.8,74,1,0,No,No,,,,0.1879,No
EST-00235,2,20,Hombre,Caldas,Urbana,3,Oficial,10,Ingeniería de Sistemas,No,0,0,2.94,No,Recursos familiares,28,18,3.36,86.3,44,0,0,No,No,20,20,100,0.0871,No
EST-00236,1,20,Mujer,Antioquia,Urbana,3,Oficial,45,Contaduría,No,0,0,3.02,Sí,Mixto,33,18,2.77,83.7,67,0,1,No,No,,,,0.1626,No
EST-00237,2,20,Mujer,Cundinamarca,Rural,1,Oficial,31,Administración,No,0,0,0.95,No,Recursos familiares,107,14,3.61,100,67,3,0,No,No,18,11,61.1,0.4004,Sí
EST-00238,2,23,Hombre,Antioquia,Urbana,2,Oficial,36,Ingeniería Industrial,No,0,0,1.49,No,Mixto,24,17,2.93,86,59,0,1,No,No,20,19,95,0.1408,No
EST-00239,2,18,Mujer,Córdoba,Urbana,3,Privado,41,Derecho,No,0,0,3.45,No,Recursos familiares,42,19,3.19,80.7,69,1,0,No,No,18,16,88.9,0.1501,Sí
EST-00240,1,17,Mujer,Norte de Santander,Rural,3,Privado,56,Derecho,No,0,0,3.03,No,Crédito educativo,12,18,3.33,83,51,0,0,Sí,No,,,,0.1654,Sí
EST-00241,1,19,Mujer,Norte de Santander,Urbana,2,Oficial,58,Enfermería,No,0,0,1.16,No,Crédito educativo,92,19,4.02,95.3,77,0,1,No,Sí,,,,0.1335,No
EST-00242,2,19,Mujer,Caldas,Rural,2,Oficial,27,Psicología,No,0,0,1.64,No,Crédito educativo,40,18,2.91,76.4,63,0,0,Sí,No,16,16,100,0.2817,No
EST-00243,2,19,Mujer,Valle del Cauca,Urbana,2,Oficial,3,Diseño,No,0,0,1.1,No,Beca / subsidio,23,20,2.82,100,44,0,0,No,No,16,16,100,0.0876,No
EST-00244,2,18,Hombre,Norte de Santander,Urbana,2,Oficial,23,Ingeniería de Sistemas,No,0,0,1.23,No,Crédito educativo,33,18,2.59,76.7,84,2,0,No,Sí,18,15,83.3,0.3125,Sí
EST-00245,1,19,Mujer,Boyacá,Urbana,3,Oficial,59,Ingeniería Industrial,No,0,0,3.57,No,Recursos familiares,35,18,3.76,95.6,80,0,0,No,No,,,,0.0855,No
EST-00246,2,19,Mujer,Risaralda,Urbana,2,Oficial,51,Derecho,No,0,0,1.49,No,Recursos familiares,40,18,3.12,96.5,97,2,0,No,No,18,14,77.8,0.1481,No
EST-00247,1,20,Hombre,Córdoba,Urbana,3,Oficial,53,Comunicación,No,0,0,1.85,No,Mixto,53,17,3.19,86.8,87,1,0,No,No,,,,0.1395,No
EST-00248,1,19,Mujer,Santander,Urbana,2,Privado,45,Ingeniería de Sistemas,Sí,33,0,1.21,No,Recursos familiares,72,18,2.75,87.2,49,1,1,Sí,No,,,,0.5852,Sí
EST-00249,2,34,Mujer,Santander,Urbana,1,Oficial,29,Derecho,No,0,0,0.79,No,Mixto,67,19,3.53,93.7,81,1,0,No,Sí,20,18,90,0.0896,No
EST-00250,2,24,Mujer,Antioquia,Urbana,2,Oficial,21,Derecho,Sí,21,0,2.14,No,Crédito educativo,41,20,3.22,86.5,81,0,0,No,No,20,20,100,0.0968,No
EST-00251,2,21,Hombre,Cundinamarca,Urbana,2,Oficial,62,Administración,No,0,0,1.94,Sí,Recursos familiares,55,17,3.09,92.7,70,1,0,No,No,20,18,90,0.0771,No
EST-00252,2,21,Hombre,Bogotá D.C.,Urbana,3,Oficial,42,Derecho,No,0,0,1.97,Sí,Mixto,64,16,3.64,86.2,80,0,0,No,No,18,18,100,0.0323,No
EST-00253,2,20,Mujer,Bogotá D.C.,Urbana,1,Oficial,45,Enfermería,No,0,0,1.02,Sí,Beca / subsidio,70,20,2.72,89.2,77,1,0,Sí,Sí,18,17,94.4,0.1608,No
EST-00254,1,18,Hombre,Bogotá D.C.,Urbana,3,Oficial,46,Ingeniería Industrial,No,0,0,2.32,No,Recursos familiares,8,17,3.42,97.7,100,2,0,No,Sí,,,,0.1004,No
EST-00255,2,17,Hombre,Bogotá D.C.,Urbana,3,Oficial,73,Contaduría,No,0,0,1.99,Sí,Mixto,41,16,3.69,87.3,77,0,0,No,No,18,18,100,0.0861,No
EST-00256,2,20,No binario / otro,Santander,Urbana,1,Oficial,65,Derecho,No,0,1,0.92,No,Crédito educativo,50,20,3.35,85.6,84,0,1,No,No,18,17,94.4,0.1295,No
EST-00257,1,20,Hombre,Valle del Cauca,Urbana,4,Privado,16,Derecho,No,0,0,4.05,No,Recursos familiares,5,16,3.08,88.6,57,0,0,No,No,,,,0.1085,No
EST-00258,1,19,Hombre,Antioquia,Urbana,3,Oficial,30,Psicología,No,0,0,2.98,No,Mixto,83,19,3.44,90.3,77,0,0,No,No,,,,0.0719,No
EST-00259,1,24,Mujer,Valle del Cauca,Urbana,3,Privado,42,Psicología,No,0,0,3.6,No,Recursos familiares,49,20,2.76,98.1,52,2,1,No,No,,,,0.3507,Sí
EST-00260,2,19,Hombre,Valle del Cauca,Rural,3,Oficial,3,Ingeniería de Sistemas,No,0,0,3.67,No,Crédito educativo,99,17,2.87,95.5,63,0,0,No,No,16,15,93.8,0.1364,No
EST-00261,2,18,Hombre,Quindío,Urbana,1,Oficial,29,Negocios Internacionales,No,0,0,0.96,No,Crédito educativo,23,18,3.22,91.9,72,0,0,No,No,18,17,94.4,0.0861,No
EST-00262,1,23,Hombre,Córdoba,Urbana,3,Oficial,35,Enfermería,Sí,38,0,2.56,No,Recursos familiares,13,15,3.04,86.8,56,0,0,No,Sí,,,,0.1271,Sí
EST-00263,1,20,Mujer,Santander,Urbana,2,Oficial,44,Ingeniería de Sistemas,No,0,0,1.6,No,Crédito educativo,44,20,3.67,95,99,0,0,No,No,,,,0.0983,No
EST-00264,1,16,Hombre,Quindío,Urbana,2,Oficial,47,Ingeniería Industrial,No,0,0,1.02,No,Mixto,18,19,3.04,86,65,2,0,No,Sí,,,,0.2299,No
EST-00265,2,23,Hombre,Bogotá D.C.,Urbana,3,Oficial,5,Diseño,Sí,12,0,2.77,No,Mixto,55,18,2.36,86.1,41,1,0,Sí,No,20,18,90,0.2656,Sí
EST-00266,2,21,Hombre,Valle del Cauca,Urbana,2,Oficial,55,Psicología,No,0,0,1.55,Sí,Beca / subsidio,19,16,3.25,93.7,69,0,0,No,No,18,18,100,0.0407,No
EST-00267,1,19,Hombre,Bogotá D.C.,Urbana,1,Oficial,41,Ingeniería de Sistemas,No,0,0,0.95,No,Recursos familiares,46,15,2.82,83.3,36,2,0,No,No,,,,0.3149,No
EST-00268,2,19,Mujer,Antioquia,Urbana,6,Oficial,52,Diseño,No,0,0,11.28,Sí,Beca / subsidio,81,16,3.46,85.8,74,0,0,No,No,20,20,100,0.06,No
EST-00269,2,20,Mujer,Bolívar,Rural,2,Oficial,19,Derecho,No,0,0,1.34,No,Crédito educativo,73,17,3.41,97.8,83,1,0,Sí,No,18,16,88.9,0.2799,Sí
EST-00270,2,19,Mujer,Otro,Urbana,1,Oficial,56,Contaduría,Sí,37,0,1.63,No,Crédito educativo,58,18,3.05,72,55,1,0,No,No,20,19,95,0.3705,No
EST-00271,2,21,Mujer,Valle del Cauca,Rural,2,Oficial,31,Administración,Sí,4,0,0.91,Sí,Mixto,41,16,3.48,90.7,81,0,0,No,No,20,19,95,0.0741,No
EST-00272,2,17,Mujer,Atlántico,Urbana,2,Oficial,40,Enfermería,No,0,0,1.6,No,Recursos familiares,5,19,3.41,78.6,88,0,0,No,No,18,17,94.4,0.0977,No
EST-00273,1,21,Mujer,Antioquia,Rural,1,Oficial,43,Psicología,No,0,0,1.18,No,Recursos familiares,70,18,3.8,87.4,85,0,0,Sí,No,,,,0.1965,No
EST-00274,1,26,Mujer,Cundinamarca,Urbana,2,Oficial,33,Derecho,Sí,14,0,1.3,No,Beca / subsidio,13,15,3.63,92.2,62,0,0,Sí,No,,,,0.1887,No
EST-00275,1,23,Hombre,Quindío,Urbana,1,Oficial,51,Negocios Internacionales,Sí,10,0,1.2,No,Crédito educativo,80,18,3.23,85.5,85,0,0,No,No,,,,0.112,No
EST-00276,1,17,Mujer,Risaralda,Urbana,2,Privado,9,Ingeniería de Sistemas,No,0,0,1.66,No,Crédito educativo,51,18,2.86,89.9,70,0,1,Sí,No,,,,0.3754,No
EST-00277,1,19,Hombre,Bolívar,Urbana,3,Oficial,46,Ingeniería de Sistemas,No,0,0,1.76,No,Mixto,49,16,2.9,77.6,54,0,0,No,No,,,,0.111,Sí
EST-00278,2,25,Mujer,Bogotá D.C.,Urbana,1,Oficial,40,Ingeniería de Sistemas,Sí,25,1,0.45,Sí,Beca / subsidio,63,17,3.01,78.6,73,1,0,No,No,18,16,88.9,0.3149,No
EST-00279,1,18,Hombre,Meta,Rural,1,Oficial,51,Comunicación,No,0,0,0.72,No,Recursos familiares,43,20,3.74,84.6,83,2,1,Sí,Sí,,,,0.3443,No
